Subfolder,Image1,Image2,Matches_num,Good_matches_num,Good_matches_ransac_num,X_hist
"20231018_Ponder_9A_6,12",P1130236.JPG,P1130237.JPG,17198,564,385,"[43, 68, 87, 66, 48, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 3, 5, 6, 7, 10, 12, 3, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130237.JPG,P1130238.JPG,17301,495,302,"[4, 61, 77, 84, 43, 10, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 3, 7, 1, 0, 0]"
"20231018_Ponder_9A_6,12",P1130238.JPG,P1130239.JPG,18136,554,319,"[0, 66, 62, 72, 41, 20, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28, 14, 0]"
"20231018_Ponder_9A_6,12",P1130239.JPG,P1130240.JPG,16929,305,144,"[0, 58, 28, 10, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 7, 4, 4, 7, 2, 5, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130240.JPG,P1130241.JPG,17433,256,100,"[0, 5, 15, 25, 15, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 10, 5, 2, 0, 0, 1, 0, 0, 4, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130241.JPG,P1130242.JPG,17111,219,87,"[7, 15, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 6, 8, 3, 1, 1, 1, 1, 1, 0, 1, 1, 3, 6, 6, 10, 2, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,12",P1130242.JPG,P1130243.JPG,17766,325,122,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 13, 11, 6, 2, 2, 1, 1, 4, 6, 5, 3, 1, 0, 0, 2, 0, 0, 0, 6, 5, 9, 10, 12, 9, 5, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,13",P1120998.JPG,P1120999.JPG,11022,1375,1069,"[26, 28, 47, 39, 61, 54, 47, 31, 46, 48, 23, 23, 23, 26, 31, 23, 22, 34, 36, 24, 29, 23, 35, 23, 32, 28, 28, 27, 23, 21, 27, 11, 7, 9, 6, 8, 11, 6, 7, 12, 4, 0]"
"20231018_Ponder_9A_6,13",P1120999.JPG,P1130001.JPG,12504,1409,1039,"[33, 34, 24, 28, 43, 61, 65, 41, 46, 50, 27, 31, 24, 20, 22, 12, 17, 18, 28, 22, 17, 17, 18, 15, 22, 19, 14, 12, 13, 9, 13, 9, 20, 22, 32, 24, 20, 23, 16, 27, 30, 1]"
"20231018_Ponder_9A_6,13",P1130001.JPG,P1130002.JPG,14904,703,346,"[0, 2, 1, 12, 9, 9, 3, 0, 0, 0, 0, 1, 1, 1, 9, 2, 4, 8, 11, 5, 4, 0, 2, 1, 2, 0, 0, 0, 1, 0, 0, 6, 11, 27, 34, 22, 34, 40, 40, 38, 6, 0]"
"20231018_Ponder_9A_6,13",P1130002.JPG,P1130003.JPG,18414,384,215,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 32, 21, 22, 31, 37, 32, 19, 3, 0]"
"20231018_Ponder_9A_6,13",P1130003.JPG,P1130004.JPG,17648,411,204,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 12, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 20, 21, 31, 25, 30, 23, 13, 0, 0]"
"20231018_Ponder_9A_6,13",P1130004.JPG,P1130005.JPG,17667,488,272,"[0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 5, 6, 3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 13, 36, 37, 32, 41, 20, 27, 18, 9, 0]"
"20231018_Ponder_9A_6,13",P1130005.JPG,P1130006.JPG,17644,453,283,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 30, 63, 41, 41, 40, 28, 18, 9, 0, 0]"
"20231018_Ponder_9A_6,13",P1130006.JPG,P1130007.JPG,18038,422,262,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 52, 32, 42, 48, 26, 28, 18, 0, 0]"
"20231018_Ponder_9A_6,13",P1130007.JPG,P1130008.JPG,18182,443,247,"[2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 52, 54, 38, 46, 23, 20, 0, 0]"
"20231018_Ponder_9A_6,13",P1130008.JPG,P1130009.JPG,18802,378,221,"[0, 0, 0, 3, 7, 5, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 47, 46, 41, 41, 14, 0, 0]"
"20231018_Ponder_9A_6,13",P1130009.JPG,P1130010.JPG,19712,371,186,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 1, 3, 5, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 27, 43, 20, 21, 16, 9, 0]"
"20231018_Ponder_9A_6,15",P1120534.JPG,P1120535.JPG,10791,851,603,"[11, 16, 21, 19, 28, 22, 24, 14, 21, 15, 9, 6, 12, 20, 15, 17, 21, 23, 23, 18, 20, 20, 27, 17, 11, 14, 12, 14, 14, 17, 15, 20, 14, 1, 6, 1, 9, 13, 3, 0, 0, 0]"
"20231018_Ponder_9A_6,15",P1120535.JPG,P1120536.JPG,12121,733,446,"[0, 0, 11, 10, 24, 18, 12, 10, 7, 4, 0, 0, 2, 8, 7, 13, 7, 7, 10, 9, 9, 16, 21, 20, 13, 14, 16, 7, 8, 12, 13, 15, 11, 14, 13, 21, 15, 16, 9, 16, 8, 0]"
"20231018_Ponder_9A_6,15",P1120536.JPG,P1120537.JPG,13885,556,279,"[0, 0, 0, 0, 2, 9, 11, 4, 6, 11, 6, 5, 7, 2, 0, 0, 0, 0, 1, 13, 14, 14, 8, 4, 3, 1, 3, 6, 11, 3, 7, 12, 12, 20, 10, 16, 21, 9, 10, 15, 3, 0]"
"20231018_Ponder_9A_6,15",P1120537.JPG,P1120538.JPG,15574,502,295,"[0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 5, 10, 16, 18, 18, 2, 0, 0, 3, 4, 7, 5, 4, 10, 13, 18, 28, 27, 24, 31, 20, 7, 18, 0, 0]"
"20231018_Ponder_9A_6,15",P1120538.JPG,P1120539.JPG,16904,453,257,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 23, 38, 34, 26, 44, 26, 26, 10, 0, 0, 0]"
"20231018_Ponder_9A_6,15",P1120539.JPG,P1120540.JPG,17205,457,308,"[0, 0, 0, 0, 0, 0, 5, 14, 10, 10, 5, 2, 1, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 16, 29, 59, 32, 21, 42, 31, 8, 0, 0]"
"20231018_Ponder_9A_6,15",P1120540.JPG,P1120541.JPG,17905,412,258,"[0, 0, 0, 0, 0, 2, 1, 15, 8, 4, 4, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 18, 41, 24, 38, 27, 41, 17, 0]"
"20231018_Ponder_9A_6,15",P1120541.JPG,P1120542.JPG,18528,410,211,"[0, 0, 0, 0, 0, 1, 2, 4, 4, 5, 3, 2, 2, 7, 11, 8, 4, 5, 0, 5, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 13, 27, 42, 27, 20, 0, 0]"
"20231018_Ponder_9A_6,15",P1120542.JPG,P1120543.JPG,19159,405,214,"[0, 6, 34, 48, 19, 8, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 3, 31, 22, 9, 16, 0]"
"20231018_Ponder_9A_6,15",P1120543.JPG,P1120544.JPG,18703,324,178,"[0, 22, 60, 23, 19, 15, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 4, 7, 18, 3, 0]"
"20231018_Ponder_9A_6,15",P1120544.JPG,P1120545.JPG,18790,293,155,"[7, 37, 43, 17, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 2, 3, 12, 4, 2, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,3",P1150351.JPG,P1150352.JPG,16450,2688,2338,"[2, 20, 27, 48, 64, 74, 66, 54, 53, 69, 77, 46, 62, 85, 66, 62, 55, 33, 61, 55, 69, 53, 52, 62, 59, 38, 58, 56, 44, 68, 58, 74, 59, 56, 74, 59, 76, 66, 70, 84, 24, 0]"
"20231018_Ponder_9A_6,3",P1150352.JPG,P1150353.JPG,17584,2093,1734,"[6, 49, 41, 54, 40, 43, 40, 47, 52, 44, 25, 31, 43, 52, 44, 50, 53, 38, 48, 49, 49, 44, 32, 45, 32, 47, 51, 61, 53, 56, 64, 41, 41, 48, 44, 24, 30, 39, 57, 27, 0, 0]"
"20231018_Ponder_9A_6,3",P1150353.JPG,P1150354.JPG,16790,2469,1895,"[26, 52, 49, 59, 47, 75, 98, 90, 59, 75, 47, 30, 24, 48, 56, 79, 61, 68, 47, 62, 36, 30, 26, 30, 40, 37, 47, 40, 52, 60, 53, 46, 51, 62, 51, 34, 13, 9, 16, 10, 0, 0]"
"20231018_Ponder_9A_6,3",P1150354.JPG,P1150355.JPG,17162,1194,661,"[52, 58, 46, 71, 58, 69, 35, 30, 31, 14, 22, 27, 28, 15, 8, 20, 14, 21, 12, 5, 3, 1, 0, 3, 0, 0, 0, 0, 3, 3, 2, 1, 1, 3, 1, 0, 1, 2, 1, 0, 0, 0]"
"20231018_Ponder_9A_6,3",P1150355.JPG,P1150356.JPG,17639,627,354,"[2, 34, 43, 52, 66, 49, 47, 26, 13, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 13, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,3",P1150356.JPG,P1150357.JPG,18505,614,429,"[0, 23, 51, 63, 59, 45, 58, 38, 26, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 7, 11, 7, 5, 5, 5, 4, 4, 0, 0, 0]"
"20231018_Ponder_9A_6,3",P1150357.JPG,P1150358.JPG,18955,758,521,"[1, 74, 84, 65, 66, 61, 47, 21, 13, 7, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 3, 0, 0, 1, 0, 4, 14, 17, 12, 5, 7, 4, 0, 0, 0]"
"20231018_Ponder_9A_6,3",P1150358.JPG,P1150359.JPG,18395,815,607,"[49, 70, 69, 63, 47, 39, 51, 45, 45, 35, 26, 10, 9, 5, 3, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 16, 5, 6, 2, 6, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,3",P1150359.JPG,P1150360.JPG,18289,816,629,"[26, 62, 70, 70, 60, 57, 38, 55, 60, 46, 30, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 3, 3, 14, 7, 3, 1, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,3",P1150360.JPG,P1150361.JPG,17969,949,763,"[38, 63, 92, 86, 69, 89, 71, 57, 59, 45, 29, 15, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 6, 20, 14, 1, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,3",P1150361.JPG,P1150362.JPG,18822,893,605,"[0, 39, 73, 71, 62, 62, 63, 68, 47, 53, 34, 20, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,4",P1150056.JPG,P1150057.JPG,13453,11071,11064,"[323, 347, 350, 368, 339, 298, 313, 256, 279, 290, 340, 325, 326, 364, 332, 289, 329, 305, 281, 262, 269, 273, 264, 266, 201, 197, 239, 192, 235, 355, 286, 243, 249, 200, 198, 188, 209, 162, 180, 149, 165, 28]"
"20231018_Ponder_9A_6,4",P1150057.JPG,P1150058.JPG,13398,4148,3810,"[61, 144, 126, 154, 137, 113, 114, 95, 114, 111, 119, 156, 148, 131, 124, 115, 117, 96, 97, 91, 78, 98, 94, 65, 77, 74, 107, 83, 59, 80, 89, 88, 92, 86, 80, 81, 83, 29, 4, 0, 0, 0]"
"20231018_Ponder_9A_6,4",P1150058.JPG,P1150059.JPG,13224,1356,1022,"[20, 23, 18, 26, 40, 28, 39, 23, 38, 32, 34, 67, 62, 50, 47, 41, 35, 22, 27, 31, 17, 9, 4, 12, 22, 27, 28, 23, 16, 24, 24, 36, 21, 17, 20, 14, 4, 1, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,4",P1150059.JPG,P1150060.JPG,13896,730,432,"[3, 44, 51, 43, 17, 10, 5, 15, 16, 18, 13, 14, 16, 17, 23, 31, 24, 14, 15, 12, 12, 8, 6, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"20231018_Ponder_9A_6,4",P1150060.JPG,P1150061.JPG,15155,336,175,"[0, 2, 1, 6, 3, 2, 5, 9, 6, 0, 0, 8, 3, 0, 0, 12, 7, 5, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40, 42, 7, 0]"
"20231018_Ponder_9A_6,4",P1150061.JPG,P1150062.JPG,17122,391,228,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 4, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 14, 28, 26, 17, 48, 66, 4]"
"20231018_Ponder_9A_6,4",P1150062.JPG,P1150063.JPG,17183,344,216,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 22, 39, 39, 42, 40, 4]"
"20231018_Ponder_9A_6,4",P1150063.JPG,P1150064.JPG,16453,330,210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 20, 9, 5, 10, 32, 51, 46, 30, 0]"
"20231018_Ponder_9A_6,4",P1150064.JPG,P1150065.JPG,17591,280,167,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27, 60, 42, 30, 0]"
"20231018_Ponder_9A_6,4",P1150065.JPG,P1150066.JPG,16139,284,184,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6, 4, 0, 0, 0, 1, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 20, 44, 49, 47, 4]"
"20231018_Ponder_9A_6,4",P1150066.JPG,P1150067.JPG,17801,399,259,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 4, 5, 9, 5, 1, 7, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34, 34, 36, 45, 61, 3, 0]"
"20231018_Ponder_9A_6,5",P1140775.JPG,P1140776.JPG,13650,1682,1064,"[0, 14, 13, 6, 20, 19, 36, 33, 24, 5, 20, 22, 22, 24, 33, 32, 39, 30, 46, 35, 26, 25, 31, 26, 16, 22, 19, 17, 8, 17, 15, 30, 37, 45, 43, 32, 50, 47, 36, 35, 14, 0]"
"20231018_Ponder_9A_6,5",P1140776.JPG,P1140777.JPG,14606,987,538,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, 10, 23, 11, 12, 7, 4, 6, 8, 7, 9, 6, 17, 15, 12, 11, 6, 11, 7, 9, 5, 9, 11, 13, 20, 12, 45, 58, 47, 55, 46, 2]"
"20231018_Ponder_9A_6,5",P1140777.JPG,P1140778.JPG,17494,627,381,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 5, 4, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31, 31, 32, 73, 81, 47, 36, 17, 0]"
"20231018_Ponder_9A_6,5",P1140778.JPG,P1140779.JPG,19172,605,374,"[16, 9, 4, 4, 0, 0, 0, 1, 3, 1, 6, 16, 6, 4, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 14, 44, 33, 26, 45, 57, 41, 31, 0, 0]"
"20231018_Ponder_9A_6,5",P1140779.JPG,P1140780.JPG,18496,741,504,"[12, 23, 14, 7, 6, 2, 14, 6, 0, 1, 0, 4, 1, 0, 0, 5, 0, 2, 0, 0, 0, 3, 4, 11, 14, 19, 14, 16, 16, 21, 19, 13, 27, 21, 33, 47, 56, 48, 23, 2, 0, 0]"
"20231018_Ponder_9A_6,5",P1140780.JPG,P1140781.JPG,17902,634,398,"[24, 25, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 10, 9, 18, 7, 16, 10, 8, 10, 5, 10, 6, 8, 28, 24, 42, 42, 47, 33, 0, 0]"
"20231018_Ponder_9A_6,5",P1140781.JPG,P1140782.JPG,18079,373,226,"[5, 40, 46, 26, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 17, 30, 31, 4, 0]"
"20231018_Ponder_9A_6,5",P1140782.JPG,P1140783.JPG,18688,350,195,"[0, 16, 45, 26, 26, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 16, 36, 21, 0]"
"20231018_Ponder_9A_6,5",P1140783.JPG,P1140784.JPG,18747,362,196,"[0, 7, 24, 30, 11, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33, 37, 36, 0]"
"20231018_Ponder_9A_6,5",P1140784.JPG,P1140785.JPG,18619,326,142,"[1, 23, 14, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 41, 42, 2, 0]"
"20231018_Ponder_9A_6,5",P1140785.JPG,P1140786.JPG,18803,337,168,"[4, 23, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 11, 41, 67, 2, 0]"
"20231018_Ponder_9A_6,8",P1140092.JPG,P1140093.JPG,15817,1933,1448,"[1, 26, 26, 37, 53, 32, 46, 46, 51, 51, 50, 38, 44, 44, 43, 30, 36, 47, 32, 49, 63, 43, 54, 39, 34, 25, 39, 23, 24, 31, 33, 56, 42, 8, 9, 18, 32, 39, 27, 24, 3, 0]"
"20231018_Ponder_9A_6,8",P1140093.JPG,P1140094.JPG,16104,1517,1113,"[0, 27, 33, 43, 51, 36, 24, 27, 36, 34, 42, 48, 52, 24, 17, 15, 23, 25, 15, 25, 30, 30, 22, 21, 14, 13, 16, 8, 8, 11, 14, 45, 46, 54, 55, 58, 19, 30, 12, 7, 2, 1]"
"20231018_Ponder_9A_6,8",P1140094.JPG,P1140095.JPG,16027,513,280,"[0, 0, 2, 5, 6, 17, 18, 10, 1, 4, 1, 0, 0, 3, 0, 2, 7, 4, 0, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 4, 4, 6, 9, 25, 24, 40, 38, 30, 13, 0, 0]"
"20231018_Ponder_9A_6,8",P1140095.JPG,P1140096.JPG,16812,450,266,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 6, 4, 1, 0, 1, 0, 2, 5, 1, 1, 0, 0, 0, 0, 0, 0, 3, 23, 51, 39, 28, 40, 45, 13, 0]"
"20231018_Ponder_9A_6,8",P1140096.JPG,P1140097.JPG,16762,409,249,"[1, 0, 4, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 22, 43, 30, 54, 48, 22, 5, 0, 0]"
"20231018_Ponder_9A_6,8",P1140097.JPG,P1140098.JPG,17129,427,248,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 13, 17, 8, 2, 0, 0, 0, 0, 4, 31, 33, 55, 27, 34, 13, 0]"
"20231018_Ponder_9A_6,8",P1140098.JPG,P1140099.JPG,16199,377,208,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7, 8, 1, 0, 0, 0, 0, 3, 30, 28, 67, 33, 26, 2, 0]"
"20231018_Ponder_9A_6,8",P1140099.JPG,P1140100.JPG,16512,409,193,"[27, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 61, 64, 12, 0, 0]"
"20231018_Ponder_9A_6,8",P1140100.JPG,P1140101.JPG,15794,466,169,"[0, 0, 0, 0, 0, 0, 0, 3, 12, 19, 3, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 4, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 65, 29, 6, 0]"
"20231018_Ponder_9A_6,8",P1140101.JPG,P1140102.JPG,15961,419,187,"[0, 0, 0, 0, 0, 0, 1, 5, 1, 8, 8, 9, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 33, 52, 28, 18, 0]"
"20231018_Ponder_9A_6,8",P1140102.JPG,P1140103.JPG,17234,431,233,"[0, 0, 0, 0, 0, 1, 2, 5, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 19, 37, 39, 48, 47, 17, 2, 0]"
"20231018_Ponder_9A_5,10",P1130934.JPG,P1130935.JPG,9534,569,374,"[2, 5, 6, 5, 10, 7, 3, 7, 5, 4, 7, 4, 5, 1, 5, 11, 7, 5, 5, 2, 3, 0, 3, 3, 6, 8, 12, 7, 14, 16, 20, 9, 24, 28, 27, 19, 17, 40, 12, 0, 0, 0]"
"20231018_Ponder_9A_5,10",P1130935.JPG,P1130936.JPG,11420,360,241,"[0, 0, 0, 2, 1, 3, 1, 0, 2, 3, 1, 4, 6, 5, 8, 6, 7, 5, 9, 7, 5, 10, 1, 2, 3, 3, 4, 6, 0, 7, 9, 16, 9, 22, 22, 10, 18, 16, 8, 0, 0, 0]"
"20231018_Ponder_9A_5,10",P1130936.JPG,P1130937.JPG,13034,165,76,"[0, 0, 0, 1, 3, 2, 0, 1, 2, 2, 4, 1, 2, 0, 3, 7, 5, 5, 0, 5, 2, 3, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 2, 1, 0, 1, 3, 4, 6, 6, 0]"
"20231018_Ponder_9A_5,10",P1130937.JPG,P1130938.JPG,14797,189,110,"[0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 6, 10, 8, 14, 14, 7, 10, 13, 10, 4, 0, 0, 0]"
"20231018_Ponder_9A_5,10",P1130938.JPG,P1130939.JPG,17107,179,103,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 7, 7, 12, 16, 19, 10, 14, 10, 3, 0, 0, 0, 0]"
"20231018_Ponder_9A_5,10",P1130939.JPG,P1130940.JPG,17537,276,159,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 18, 19, 21, 19, 20, 33, 19, 0, 0]"
"20231018_Ponder_9A_5,10",P1130940.JPG,P1130941.JPG,17540,282,163,"[0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 16, 23, 33, 23, 19, 16, 19, 3, 0, 0]"
"20231018_Ponder_9A_5,10",P1130941.JPG,P1130942.JPG,17213,313,172,"[1, 13, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 15, 16, 19, 32, 13, 14, 21, 6, 0, 0]"
